"Time","i,d"
0,45.254834000000002
9.9999999999999995e-07,45.25483399985459
6.2009391276304546e-06,45.254833999201921
2.257586037195115e-05,45.254833996878425
0.00011578847661181208,45.254833985445458
0.00086148940653069952,45.254833956129367
0.001388888888888848,45.254833962024421
0.0013888888888888874,45.254833962024421
0.0023888888888888874,45.254833978532218
0.0033888888888888875,45.254833988469976
0.0041666666666665478,45.254833992261318
0.0041666666666666666,45.254833992261318
0.0051666666666666666,45.254833994519018
0.0061666666666666667,45.254833995396872
0.0069444444444442472,45.254833995684706
0.0069444444444444449,45.254833995684706
0.0079444444444444449,45.254833995844344
0.0089444444444444458,45.254833995902338
0.0097222222222219431,45.254833995922105
0.0097222222222222189,45.254833995922105
0.01072222222222222,45.254833995933538
0.011722222222222221,45.254833995936629
0.012499999999999645,45.254833995937553
0.012500000000000001,45.254833995937553
0.013500000000000002,45.254833995938675
0.014500000000000002,45.254833995939372
0.015277777777777342,45.254833995939336
0.015277777777777776,45.254833995939336
0.016277777777777776,45.254833995939251
0.017277777777777777,45.254833995939059
0.01805555555555504,45.254833995939073
0.018055555555555554,45.254833995939073
0.019055555555555555,45.254833995938895
0.020055555555555556,45.254833995938711
0.020833333333332739,45.254833995938917
0.020833333333333332,45.254833995938917
0.021833333333333333,45.254833995939705
0.022833333333333334,45.254833995939308
0.023611111111110441,45.254833995938768
0.02361111111111111,45.254833995938768
0.024611111111111111,45.25483399593881
0.025611111111111112,45.254833995939052
0.026388888888888136,45.254833995939045
0.026388888888888885,45.254833995939045
0.027388888888888886,45.254833995939464
0.028388888888888887,45.254833995938654
0.029166666666665838,45.254833995939308
0.029166666666666667,45.254833995939308
0.030166666666666668,45.254833995939101
0.031166666666666669,45.254833995938952
0.031944444444443533,45.254833995938696
0.031944444444444442,45.254833995938696
0.032944444444444443,45.254833995939194
0.033944444444444444,45.25483399593913
0.034722222222221238,45.254833995938704
0.034722222222222224,45.254833995938704
0.035722222222222225,45.254833995939364
0.036722222222222226,45.254833995939222
0.03749999999999893,45.254833995939322
0.037499999999999999,45.254833995939322
0.0385,45.254833995938974
0.0395,45.25483399593886
0.040277777777776642,45.254833995938768
0.040277777777777787,45.254833995938768
0.041277777777777788,45.254833995939244
0.042277777777777789,45.254833995939023
0.043055555555554334,45.254833995939322
0.043055555555555555,45.254833995939322
0.044055555555555556,45.254833995938988
0.045055555555555557,45.254833995938725
