"Time","ig,d"
0,40.529893999999999
9.9999999999999995e-07,40.525327998259769
6.2009391276304546e-06,40.523065916564249
2.257586037195115e-05,40.523005770150831
0.00011578847661181208,40.523001540692505
0.00086148940653069952,40.522999504043
0.001388888888888848,40.522998253032398
0.0013888888888888874,40.522998253032398
0.0023888888888888874,40.522996121474343
0.0033888888888888875,40.522994306764417
0.0041666666666665478,40.522993114350399
0.0041666666666666666,40.522993114350399
0.0051666666666666666,40.522991850680675
0.0061666666666666667,40.522990865303235
0.0069444444444442472,40.522990269888588
0.0069444444444444449,40.522990269888588
0.0079444444444444449,40.52298969402711
0.0089444444444444458,40.522989297395235
0.0097222222222219431,40.522989090236969
0.0097222222222222189,40.522989090236969
0.01072222222222222,40.522988927553136
0.011722222222222221,40.522988854942561
0.012499999999999645,40.522988844793694
0.012500000000000001,40.522988844793694
0.013500000000000002,40.52298887410948
0.014500000000000002,40.522988935290776
0.015277777777777342,40.522988996117725
0.015277777777777776,40.522988996117725
0.016277777777777776,40.522989082647136
0.017277777777777777,40.522989171269217
0.01805555555555504,40.522989238003213
0.018055555555555554,40.522989238003213
0.019055555555555555,40.522989317861246
0.020055555555555556,40.522989388916201
0.020833333333332739,40.522989437337841
0.020833333333333332,40.522989437337841
0.021833333333333333,40.522989490549037
0.022833333333333334,40.522989533886147
0.023611111111110441,40.522989561233771
0.02361111111111111,40.522989561233771
0.024611111111111111,40.522989589039014
0.025611111111111112,40.522989609613312
0.026388888888888136,40.522989621362456
0.026388888888888885,40.522989621362456
0.027388888888888886,40.522989631937222
0.028388888888888887,40.522989638394591
0.029166666666665838,40.522989641187671
0.029166666666666667,40.522989641187671
0.030166666666666668,40.522989642601075
0.031166666666666669,40.522989642226626
0.031944444444443533,40.522989641081502
0.031944444444444442,40.522989641081502
0.032944444444444443,40.522989638908449
0.033944444444444444,40.522989636294227
0.034722222222221238,40.522989634141503
0.034722222222222224,40.522989634141503
0.035722222222222225,40.522989631395461
0.036722222222222226,40.522989628806542
0.03749999999999893,40.522989626963501
0.037499999999999999,40.522989626963501
0.0385,40.522989624856471
0.0395,40.522989623065655
0.040277777777776642,40.522989621890922
0.040277777777777787,40.522989621890922
0.041277777777777788,40.522989620647571
0.042277777777777789,40.522989619677617
