"Time","Qcalc"
0,-3.6710730812736614
9.9999999999999995e-07,-3.671714218061342
6.2009391276304546e-06,-3.6720339394832364
2.257586037195115e-05,-3.672042420692037
0.00011578847661181208,-3.6720430902298475
0.00086148940653069952,-3.6720438267561986
0.001388888888888848,-3.6720441821957071
0.0013888888888888874,-3.6720441821957079
0.0023888888888888874,-3.6720445695491608
0.0033888888888888875,-3.6720446675482745
0.0041666666666665478,-3.6720445998579132
0.0041666666666666666,-3.6720445998579128
0.0051666666666666666,-3.6720443871196888
0.0061666666666666667,-3.6720440863144264
0.0069444444444442472,-3.6720438205289101
0.0069444444444444449,-3.6720438205289101
0.0079444444444444449,-3.6720434659046437
0.0089444444444444458,-3.6720431194160277
0.0097222222222219431,-3.6720428664197571
0.0097222222222222189,-3.6720428664197553
0.01072222222222222,-3.6720425710385256
0.011722222222222221,-3.6720423144565633
0.012499999999999645,-3.6720421430080581
0.012500000000000001,-3.6720421430080559
0.013500000000000002,-3.6720419581015311
0.014500000000000002,-3.6720418107292709
0.015277777777777342,-3.6720417196515576
0.015277777777777776,-3.6720417196515576
0.016277777777777776,-3.6720416291863684
0.017277777777777777,-3.6720415643749087
0.01805555555555504,-3.6720415287576054
0.018055555555555554,-3.6720415287576067
0.019055555555555555,-3.672041498413618
0.020055555555555556,-3.67204148180838
0.020833333333332739,-3.672041476158947
0.020833333333333332,-3.672041476158947
0.021833333333333333,-3.6720414757805786
0.022833333333333334,-3.6720414808467545
0.023611111111110441,-3.6720414872446674
0.02361111111111111,-3.6720414872446674
0.024611111111111111,-3.6720414973058055
0.025611111111111112,-3.6720415082936086
0.026388888888888136,-3.6720415168915093
0.026388888888888885,-3.6720415168915093
0.027388888888888886,-3.6720415274815488
0.028388888888888887,-3.6720415371594246
0.029166666666665838,-3.6720415438935872
0.029166666666666667,-3.6720415438935885
0.030166666666666668,-3.6720415514369247
0.031166666666666669,-3.6720415577125776
0.031944444444443533,-3.6720415617513802
0.031944444444444442,-3.6720415617513802
0.032944444444444443,-3.6720415659450309
0.033944444444444444,-3.6720415691350405
0.034722222222221238,-3.6720415710137764
0.034722222222222224,-3.6720415710137764
0.035722222222222225,-3.6720415727745084
0.036722222222222226,-3.6720415739288548
0.03749999999999893,-3.6720415744905543
0.037499999999999999,-3.6720415744905583
0.0385,-3.6720415748763453
0.0395,-3.6720415749772934
0.040277777777776642,-3.6720415749138757
0.040277777777777787,-3.6720415749138757
0.041277777777777788,-3.672041574708329
0.042277777777777789,-3.6720415744156392
0.043055555555554334,-3.6720415741562946
0.043055555555555555,-3.6720415741562946
0.044055555555555556,-3.6720415738095289
0.045055555555555557,-3.6720415734705125
0.045833333333332033,-3.6720415732226721
0.045833333333333337,-3.6720415732226721
0.046833333333333338,-3.6720415729331437
0.047833333333333339,-3.672041572681441
0.048611111111109738,-3.6720415725130775
0.048611111111111119,-3.6720415725130775
0.04961111111111112,-3.6720415723315649
0.050611111111111121,-3.6720415721866817
0.05138888888888743,-3.6720415720971364
0.051388888888888887,-3.6720415720971364
0.052388888888888888,-3.672041572008061
0.053388888888888889,-3.6720415719442467
0.054166666666665128,-3.6720415719091295
0.054166666666666669,-3.6720415719091295
0.055166666666666669,-3.6720415718791748
0.05616666666666667,-3.6720415718626978
0.056944444444442834,-3.6720415718569601
0.05694444444444445,-3.6720415718569601
0.057944444444444451,-3.6720415718564974
0.058944444444444452,-3.6720415718613122
0.059722222222220518,-3.6720415718674775
0.059722222222222218,-3.6720415718674775
0.060722222222222219,-3.6720415718773736
0.06172222222222222,-3.6720415718880783
0.062499999999998224,-3.6720415718964996
0.0625,-3.6720415718964996
0.063500000000000001,-3.6720415719068153
0.064500000000000002,-3.6720415719163642
0.065277777777775922,-3.6720415719229456
0.065277777777777782,-3.6720415719229456
0.066277777777777783,-3.6720415719303818
0.067277777777777784,-3.6720415719365294
0.068055555555553635,-3.6720415719404591
0.068055555555555564,-3.6720415719404591
0.069055555555555564,-3.6720415719445878
0.070055555555555565,-3.6720415719477355
0.070833333333331319,-3.6720415719495962
0.070833333333333331,-3.6720415719495962
0.071833333333333332,-3.672041571951298
0.072833333333333333,-3.6720415719524575
0.073611111111109018,-3.6720415719530455
0.073611111111111113,-3.6720415719530455
0.074611111111111114,-3.6720415719534079
0.075611111111111115,-3.6720415719535096
0.07638888888888673,-3.6720415719534443
0.076388888888888895,-3.6720415719534443
0.077388888888888896,-3.6720415719532253
0.078388888888888897,-3.6720415719528892
