"Time","ig,q"
0,-5.1916813399999997
9.9999999999999995e-07,-5.1925880443404733
6.2009391276304546e-06,-5.1930401987114978
2.257586037195115e-05,-5.1930521929520088
0.00011578847661181208,-5.193053139821461
0.00086148940653069952,-5.1930541814270157
0.001388888888888848,-5.1930546840943901
0.0013888888888888874,-5.1930546840943901
0.0023888888888888874,-5.1930552318948973
0.0033888888888888875,-5.1930553704865758
0.0041666666666665478,-5.1930552747579481
0.0041666666666666666,-5.1930552747579481
0.0051666666666666666,-5.1930549739006642
0.0061666666666666667,-5.1930545484977815
0.0069444444444442472,-5.1930541726202994
0.0069444444444444449,-5.1930541726202994
0.0079444444444444449,-5.1930536711058526
0.0089444444444444458,-5.1930531810969525
0.0097222222222219431,-5.1930528233061954
0.0097222222222222189,-5.1930528233061954
0.01072222222222222,-5.1930524055740541
0.011722222222222221,-5.1930520427123641
0.012499999999999645,-5.1930518002475603
0.012500000000000001,-5.1930518002475603
0.013500000000000002,-5.1930515387502423
0.014500000000000002,-5.1930513303343924
0.015277777777777342,-5.1930512015310546
0.015277777777777776,-5.1930512015310546
0.016277777777777776,-5.1930510735939599
0.017277777777777777,-5.1930509819367145
0.01805555555555504,-5.1930509315662414
0.018055555555555554,-5.1930509315662414
0.019055555555555555,-5.1930508886533611
0.020055555555555556,-5.193050865170008
0.020833333333332739,-5.193050857180503
0.020833333333333332,-5.193050857180503
0.021833333333333333,-5.1930508566454128
0.022833333333333334,-5.1930508638100648
0.023611111111110441,-5.1930508728580778
0.02361111111111111,-5.1930508728580778
0.024611111111111111,-5.1930508870866738
0.025611111111111112,-5.1930509026257736
0.026388888888888136,-5.1930509147850437
0.026388888888888885,-5.1930509147850437
0.027388888888888886,-5.1930509297616227
0.028388888888888887,-5.1930509434482088
0.029166666666665838,-5.1930509529717552
0.029166666666666667,-5.1930509529717552
0.030166666666666668,-5.193050963639644
0.031166666666666669,-5.1930509725147553
0.031944444444443533,-5.1930509782264815
0.031944444444444442,-5.1930509782264815
0.032944444444444443,-5.1930509841571979
0.033944444444444444,-5.1930509886685519
0.034722222222221238,-5.1930509913254879
0.034722222222222224,-5.1930509913254879
0.035722222222222225,-5.1930509938155422
0.036722222222222226,-5.1930509954480364
0.03749999999999893,-5.193050996242401
0.037499999999999999,-5.193050996242401
0.0385,-5.1930509967879903
0.0395,-5.193050996930749
0.040277777777776642,-5.1930509968410616
0.040277777777777787,-5.1930509968410616
0.041277777777777788,-5.1930509965503777
0.042277777777777789,-5.1930509961364528
0.043055555555554334,-5.1930509957696849
0.043055555555555555,-5.1930509957696849
0.044055555555555556,-5.1930509952792843
0.045055555555555557,-5.1930509947998393
0.045833333333332033,-5.1930509944493393
0.045833333333333337,-5.1930509944493393
0.046833333333333338,-5.1930509940398819
0.047833333333333339,-5.1930509936839204
0.048611111111109738,-5.1930509934458247
0.048611111111111119,-5.1930509934458247
0.04961111111111112,-5.1930509931891295
0.050611111111111121,-5.1930509929842348
0.05138888888888743,-5.1930509928575956
0.051388888888888887,-5.1930509928575956
0.052388888888888888,-5.1930509927316191
0.053388888888888889,-5.1930509926413686
0.054166666666665128,-5.1930509925917026
0.054166666666666669,-5.1930509925917026
0.055166666666666669,-5.1930509925493435
0.05616666666666667,-5.1930509925260457
0.056944444444442834,-5.1930509925179349
0.05694444444444445,-5.1930509925179349
0.057944444444444451,-5.1930509925172839
0.058944444444444452,-5.1930509925240917
0.059722222222220518,-5.1930509925328083
0.059722222222222218,-5.1930509925328083
0.060722222222222219,-5.1930509925467998
0.06172222222222222,-5.1930509925619344
0.062499999999998224,-5.1930509925738422
0.0625,-5.1930509925738422
0.063500000000000001,-5.1930509925884323
0.064500000000000002,-5.1930509926019415
0.065277777777775922,-5.1930509926112522
0.065277777777777782,-5.1930509926112522
0.066277777777777783,-5.1930509926217718
0.067277777777777784,-5.1930509926304662
0.068055555555553635,-5.19305099263602
0.068055555555555564,-5.19305099263602
0.069055555555555564,-5.1930509926418544
0.070055555555555565,-5.1930509926463033
0.070833333333331319,-5.1930509926489323
0.070833333333333331,-5.1930509926489323
0.071833333333333332,-5.1930509926513411
0.072833333333333333,-5.1930509926529851
0.073611111111109018,-5.19305099265382
0.073611111111111113,-5.19305099265382
0.074611111111111114,-5.1930509926543351
0.075611111111111115,-5.193050992654479
0.07638888888888673,-5.193050992654384
0.076388888888888895,-5.193050992654384
0.077388888888888896,-5.1930509926540696
0.078388888888888897,-5.1930509926535908
0.079166666666664415,-5.1930509926533501
0.079166666666666663,-5.1930509926533501
0.080166666666666664,-5.1930509926529353
0.081166666666666665,-5.1930509926523731
0.081944444444442113,-5.1930509926520525
